segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,speed_85th,pct_over_limit,sss,sss_band,anomaly_score,anomaly_flag,anomaly_reason
37673,TH,secondary,urban,90.0,50.0,50.0,0.0,55.0,High Risk,39.19007805660742,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
37715,TH,secondary,urban,80.0,50.0,27.0,0.0,55.0,High Risk,61.89961636723223,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
37727,TH,secondary,rural,90.0,60.0,54.0,0.0,39.6415912,Moderate,41.38892018030062,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; high spread between median and 85th pct speed
37728,TH,secondary,rural,40.0,60.0,55.0,0.3750007636992369,22.308257866666665,Acceptable,46.95581976089506,True,AI flags: high spread between median and 85th pct speed; ss gap; speed limit
37745,TH,secondary,urban,30.0,50.0,60.0,1.0,84.0,Critical,73.40679263215785,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
37789,TH,secondary,rural,90.0,60.0,58.0,0.0,39.6415912,Moderate,46.264909483875485,True,AI flags: high spread between median and 85th pct speed; median speed significantly above posted limit; drivers operating far above posted limit
37845,TH,secondary,urban,90.0,50.0,66.0,0.0,55.0,High Risk,46.282100231295196,True,AI flags: high spread between median and 85th pct speed; median speed significantly above posted limit; median speed
38005,TH,secondary,rural,40.0,60.0,64.0,0.8832565284178188,67.30825786666666,Critical,49.46499220889416,True,AI flags: large gap between F85 speed and posted limit; pct over limit; ss gap
38006,TH,secondary,urban,40.0,50.0,53.0,0.7500437292286164,39.9005,Moderate,53.98539152180678,True,AI flags: high spread between median and 85th pct speed; pct over limit; speed limit
38102,TH,secondary,urban,40.0,50.0,39.0,0.11874949379020598,35.0,Moderate,43.65396336139375,True,AI flags: high spread between median and 85th pct speed; unusual traffic volume for this road type; speed limit
38150,TH,secondary,urban,80.0,50.0,30.0,0.0,55.0,High Risk,57.12756758525103,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
38397,TH,secondary,urban,90.0,50.0,44.0,0.0,55.0,High Risk,49.720772649050815,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
38544,TH,secondary,urban,80.0,50.0,40.0,0.0,55.0,High Risk,53.30938503885856,True,AI flags: high spread between median and 85th pct speed; drivers operating far above posted limit; median speed significantly above posted limit
